Gender,Height,Weight,Height in cm,Weight in Kg,BMI
Male,69.28592141,178.789548,175.99,80.46,25.98
Male,70.72527874,193.5392521,179.64,87.09,26.99
Male,68.82861496,197.737905,174.82,88.98,29.11
Male,66.01442823,184.4618115,167.68,83.01,29.52
Male,66.41488206,155.1947717,168.69,69.84,24.54
Male,66.61562439,160.9919899,169.20,72.45,25.30
Male,68.03482178,189.0844617,172.81,85.09,28.49
Male,70.50239804,172.9857771,179.08,77.84,24.27
Male,69.15772949,195.8952569,175.66,88.15,28.57
Male,70.79502261,215.7464553,179.82,97.09,30.03
Male,65.19437712,166.7073731,165.59,75.02,27.36
Male,74.78571432,239.4643429,189.96,107.76,29.86
Male,71.06690628,184.2792458,180.51,82.93,25.45
Male,69.33419779,199.9838909,176.11,89.99,29.02
Male,69.89920395,191.4122311,177.54,86.14,27.33
Male,64.42519379,169.1094014,163.64,76.10,28.42
Male,67.8521307,194.7445225,172.34,87.64,29.50
Male,67.54906949,183.2665331,171.57,82.47,28.01
Male,74.76744684,210.3699087,189.91,94.67,26.25
Male,71.41894599,198.0424839,181.40,89.12,27.08
Male,67.12034439,172.6640904,170.49,77.70,26.73
Male,69.85958791,197.0708562,177.44,88.68,28.17
Male,68.43081339,190.50581,173.81,85.73,28.38
Male,67.93348261,184.5554831,172.55,83.05,27.89
Male,68.49534316,179.9298166,173.98,80.97,26.75
Male,65.24414341,159.5032198,165.72,71.78,26.14
Male,70.18535205,197.8845071,178.27,89.05,28.02
Male,71.10413316,217.2696052,180.60,97.77,29.97
Male,68.44757854,187.907426,173.86,84.56,27.98
Male,65.42057682,176.8616842,166.17,79.59,28.82
Male,67.70078811,185.1482021,171.96,83.32,28.18
Male,74.22306306,223.3080403,188.53,100.49,28.27
Male,71.16724587,206.9429818,180.76,93.12,28.50
Male,67.23077189,171.0169406,170.77,76.96,26.39
Male,67.88055919,175.222848,172.42,78.85,26.52
Male,67.37637547,173.3103956,171.14,77.99,26.63
Male,68.76124693,181.1259735,174.65,81.51,26.72
Male,71.7052725,202.6090083,182.13,91.17,27.49
Male,69.38099479,199.85092,176.23,89.93,28.96
Male,73.71652763,223.5147223,187.24,100.58,28.69
Male,69.45337621,219.2617067,176.41,98.67,31.70
Male,70.78628981,211.2160809,179.80,95.05,29.40
Male,71.76846374,200.798983,182.29,90.36,27.19
Male,69.34345396,208.8097753,176.13,93.96,30.29
Male,65.28602551,161.4200817,165.83,72.64,26.42
Male,70.92184441,207.8359446,180.14,93.53,28.82
Male,68.59666269,180.8312378,174.24,81.37,26.80
Male,68.60379643,176.8154762,174.25,79.57,26.20
Male,69.47874412,194.6037685,176.48,87.57,28.12
Male,65.93089621,163.0084317,167.46,73.35,26.16
Male,68.5233453,173.2706572,174.05,77.97,25.74
Male,73.92912413,215.6200354,187.78,97.03,27.52
Male,71.19793782,210.134529,180.84,94.56,28.91
Male,66.55658687,185.0423241,169.05,83.27,29.14
Male,71.74227623,187.9653554,182.23,84.58,25.47
Male,69.74482933,188.1811248,177.15,84.68,26.98
Male,66.75065413,179.5420171,169.55,80.79,28.11
Male,69.69242226,211.718429,177.02,95.27,30.40
Male,70.40351683,197.6921421,178.82,88.96,27.82
Male,69.01973611,186.287992,175.31,83.83,27.28
Male,64.73228716,166.1060724,164.42,74.75,27.65
Male,70.99807444,188.81177,180.34,84.97,26.13
Male,64.45981425,161.3787732,163.73,72.62,27.09
Male,69.74952258,193.4762588,177.16,87.06,27.74
Male,71.52684881,189.2822461,181.68,85.18,25.81
Male,68.32791586,207.7849246,173.55,93.50,31.04
Male,70.76472016,199.3230943,179.74,89.70,27.76
Male,71.41904963,209.8582566,181.40,94.44,28.70
Male,69.39047409,180.1754728,176.25,81.08,26.10
Male,72.00173222,196.2144145,182.88,88.30,26.40
Male,69.19147497,189.4388404,175.75,85.25,27.60
Male,66.16636328,165.5146074,168.06,74.48,26.37
Male,67.272143,182.3943347,170.87,82.08,28.11
Male,70.9158354,189.5576375,180.13,85.30,26.29
Male,69.11988779,189.6259141,175.56,85.33,27.68
Male,67.40902587,170.1913254,171.22,76.59,26.12
Male,72.93864904,216.0974547,185.26,97.24,28.33
Male,70.4909287,177.0677744,179.05,79.68,24.86
Male,69.00825946,196.0511888,175.28,88.22,28.72
Male,66.76210992,167.7004962,169.58,75.47,26.24
Male,69.12066373,179.6078701,175.57,80.82,26.22
Male,73.12626719,220.6614051,185.74,99.30,28.78
Male,67.4868239,164.2952413,171.42,73.93,25.16
Male,64.95507833,156.5447863,164.99,70.45,25.88
Male,67.78248907,183.681029,172.17,82.66,27.89
Male,67.6623988,170.3054935,171.86,76.64,25.95
Male,66.47639701,168.6272639,168.85,75.88,26.62
Male,72.9870702,209.6379745,185.39,94.34,27.45
Male,69.56323228,195.346027,176.69,87.91,28.16
Male,71.00356014,194.3226014,180.35,87.45,26.88
Male,69.91563736,219.3679167,177.59,98.72,31.30
Male,71.69714179,205.1617483,182.11,92.32,27.84
Male,67.64994086,178.8826337,171.83,80.50,27.26
Male,68.29555456,181.7249315,173.47,81.78,27.18
Male,68.68725567,203.5603338,174.47,91.60,30.09
Male,68.91577165,165.1558987,175.05,74.32,24.26
Male,68.96087967,197.9314296,175.16,89.07,29.03
Male,67.2472352,173.284033,170.81,77.98,26.73
Male,68.91586364,183.9477889,175.05,82.78,27.01
Male,65.8385445,139.5340469,167.23,62.79,22.45
Male,64.67107555,160.1885313,164.26,72.08,26.72
Male,66.29589772,163.6040022,168.39,73.62,25.96
Male,67.09758575,193.9551074,170.43,87.28,30.05
Male,66.99828973,189.8933425,170.18,85.45,29.51
Male,70.9619709,184.223932,180.24,82.90,25.52
Male,68.4208722,190.7955422,173.79,85.86,28.43
Male,67.65252759,188.2006794,171.84,84.69,28.68
Male,75.62019316,226.2077799,192.08,101.79,27.59
Male,70.54924202,197.8793731,179.20,89.05,27.73
Male,68.89083891,190.5134869,174.98,85.73,28.00
Male,68.28453192,176.2465834,173.44,79.31,26.36
Male,64.99507826,177.7270945,165.09,79.98,29.35
Male,65.57577154,173.6915922,166.56,78.16,28.17
Male,69.30608824,210.4636875,176.04,94.71,30.56
Male,65.70471542,170.1005633,166.89,76.55,27.48
Male,67.80399101,173.4598918,172.22,78.06,26.32
Male,69.21614731,184.9366903,175.81,83.22,26.92
Male,68.01500601,194.2869459,172.76,87.43,29.29
Male,61.92694894,149.1496848,157.29,67.12,27.13
Male,67.26636272,192.4707696,170.86,86.61,29.67
Male,67.67682185,179.750808,171.90,80.89,27.37
Male,69.97090362,202.863293,177.73,91.29,28.90
Male,65.31346154,163.3573315,165.90,73.51,26.71
Male,71.90600544,217.0277146,182.64,97.66,29.28
Male,66.23390404,183.1612325,168.23,82.42,29.12
Male,65.81494282,166.5836105,167.17,74.96,26.82
Male,72.84494786,205.2508892,185.03,92.36,26.98
Male,70.94944345,189.7030888,180.21,85.37,26.29
Male,71.34380763,218.5863364,181.21,98.36,29.95
Male,71.05566416,203.139433,180.48,91.41,28.06
Male,61.92554729,139.9050703,157.29,62.96,25.45
Male,68.76245756,196.2938059,174.66,88.33,28.96
Male,67.58394143,179.9370112,171.66,80.97,27.48
Male,67.36169467,164.1459224,171.10,73.87,25.23
Male,65.87915656,168.1748644,167.33,75.68,27.03
Male,68.69476215,189.7425419,174.48,85.38,28.05
Male,69.53486155,195.1703915,176.62,87.83,28.15
Male,66.63469083,190.4679588,169.25,85.71,29.92
Male,69.80990157,204.4265983,177.32,91.99,29.26
Male,68.67987369,196.1516228,174.45,88.27,29.01
Male,71.61517875,209.6707739,181.90,94.35,28.51
Male,69.68979533,190.9334005,177.01,85.92,27.42
Male,70.90108637,197.9448324,180.09,89.08,27.47
Male,68.00581399,186.7803378,172.73,84.05,28.17
Male,70.61574398,188.6638321,179.36,84.90,26.39
Male,71.57119416,176.3766428,181.79,79.37,24.02
Male,73.01286326,209.3294834,185.45,94.20,27.39
Male,60.74811787,136.1678657,154.30,61.28,25.74
Male,69.08211963,190.9351825,175.47,85.92,27.91
Male,69.33873763,191.4456543,176.12,86.15,27.77
Male,67.75713771,184.9382299,172.10,83.22,28.10
Male,76.02708186,232.313471,193.11,104.54,28.03
Male,72.22761616,201.778854,183.46,90.80,26.98
Male,68.92104135,188.3288071,175.06,84.75,27.65
Male,65.33492768,174.6556973,165.95,78.60,28.54
Male,65.93240345,183.9433388,167.47,82.77,29.51
Male,70.46668931,187.517442,178.99,84.38,26.34
Male,73.18104362,213.8474529,185.88,96.23,27.85
Male,68.55087969,175.2195188,174.12,78.85,26.01
Male,68.52940825,169.5448054,174.06,76.30,25.18
Male,63.59645542,144.5919224,161.53,65.07,24.94
Male,67.14424123,175.6791902,170.55,79.06,27.18
Male,70.81637062,197.1984016,179.87,88.74,27.43
Male,73.53028481,222.9259167,186.77,100.32,28.76
Male,66.14106892,165.4045453,168.00,74.43,26.37
Male,67.90684975,170.4172312,172.48,76.69,25.78
Male,71.43337582,216.6339997,181.44,97.49,29.61
Male,67.1126798,173.7075042,170.47,78.17,26.90
Male,73.28391797,217.8960397,186.14,98.05,28.30
Male,63.67258315,161.0131458,161.73,72.46,27.70
Male,69.2253203,193.7563258,175.83,87.19,28.20
Male,69.67012402,177.1191607,176.96,79.70,25.45
Male,70.48544817,204.8274497,179.03,92.17,28.76
Male,69.00467787,176.7318925,175.27,79.53,25.89
Male,68.45789401,192.7618857,173.88,86.74,28.69
Male,66.02473378,166.9610205,167.70,75.13,26.71
Male,69.31816913,186.7379955,176.07,84.03,27.11
Male,69.07774056,188.5061787,175.46,84.83,27.55
Male,73.56227037,208.3614918,186.85,93.76,26.86
Male,66.08768889,161.4958143,167.86,72.67,25.79
Male,73.52598433,214.9664592,186.76,96.73,27.74
Male,69.67906022,205.1334355,176.98,92.31,29.47
Male,66.67678112,183.1973068,169.36,82.44,28.74
Male,72.96166547,208.8950443,185.32,94.00,27.37
Male,68.24687214,207.9255765,173.35,93.57,31.14
Male,71.95662589,210.6638278,182.77,94.80,28.38
Male,71.05863335,204.2728377,180.49,91.92,28.22
Male,66.97694995,195.1987301,170.12,87.84,30.35
Male,68.47800208,190.6860225,173.93,85.81,28.36
Male,71.28444139,199.6353266,181.06,89.84,27.40
Male,64.98045629,166.8215473,165.05,75.07,27.56
Male,66.76188387,178.797509,169.58,80.46,27.98
Male,68.76616172,185.7721575,174.67,83.60,27.40
Male,68.99254357,193.7549909,175.24,87.19,28.39
Male,71.2951946,228.8005161,181.09,102.96,31.40
Male,69.0494784,192.3497017,175.39,86.56,28.14
Male,66.54148202,175.9834911,169.02,79.19,27.72
Male,68.51552345,176.1412392,174.03,79.26,26.17
Male,67.45971531,177.4825249,171.35,79.87,27.20
Male,71.35738241,201.7607769,181.25,90.79,27.64
Male,68.59040604,176.8430799,174.22,79.58,26.22
Male,69.73608671,185.5242604,177.13,83.49,26.61
Male,69.83385707,188.041029,177.38,84.62,26.89
Male,72.41058576,189.3844383,183.92,85.22,25.19
Male,65.43459687,166.096744,166.20,74.74,27.06
Male,66.26765677,170.2501787,168.32,76.61,27.04
Male,69.97430087,212.804259,177.73,95.76,30.31
Male,71.20919422,196.1455062,180.87,88.27,26.98
Male,69.93740019,202.2790697,177.64,91.03,28.85
Male,71.38602219,201.3320069,181.32,90.60,27.56
Male,64.58878167,158.4540944,164.06,71.30,26.49
Male,68.79298442,174.4894863,174.73,78.52,25.72
Male,68.44574673,183.7833827,173.85,82.70,27.36
Male,69.20157812,188.1035061,175.77,84.65,27.40
Male,69.42601731,176.1934298,176.34,79.29,25.50
Male,69.6062252,194.2007119,176.80,87.39,27.96
Male,72.88170697,194.1995089,185.12,87.39,25.50
Male,62.17833122,145.8988424,157.93,65.65,26.32
Male,68.87470662,191.8337092,174.94,86.33,28.21
Male,71.08008356,209.8535536,180.54,94.43,28.97
Male,72.18253412,201.2614644,183.34,90.57,26.94
Male,72.06275498,208.7818534,183.04,93.95,28.04
Male,67.38005789,182.6734054,171.15,82.20,28.06
Male,67.93463453,166.4350688,172.55,74.90,25.15
Male,70.80193026,193.3935426,179.84,87.03,26.91
Male,65.54912127,178.4481797,166.49,80.30,28.97
Male,70.19122448,205.9417907,178.29,92.67,29.16
Male,71.77899537,199.2098424,182.32,89.64,26.97
Male,68.13028842,192.0295666,173.05,86.41,28.86
Male,68.35948256,175.2608644,173.63,78.87,26.16
Male,66.09035701,170.0064451,167.87,76.50,27.15
Male,71.58012314,205.3475962,181.81,92.41,27.95
Male,73.53666772,196.0432951,186.78,88.22,25.29
Male,71.11553184,208.1452566,180.63,93.67,28.71
Male,70.79430255,202.8907578,179.82,91.30,28.24
Male,71.72906048,188.595024,182.19,84.87,25.57
Male,63.19653037,162.4297274,160.52,73.09,28.37
Male,68.10111341,182.8523991,172.98,82.28,27.50
Male,65.85609973,157.3174614,167.27,70.79,25.30
